@RELATION activity
@ATTRIBUTE word1 NUMERIC
@ATTRIBUTE word2 NUMERIC
@ATTRIBUTE word3 NUMERIC
@ATTRIBUTE word4 NUMERIC
@ATTRIBUTE word5 NUMERIC
@ATTRIBUTE word6 NUMERIC
@ATTRIBUTE word7 NUMERIC
@ATTRIBUTE word8 NUMERIC
@ATTRIBUTE word9 NUMERIC
@ATTRIBUTE word10 NUMERIC
@ATTRIBUTE word11 NUMERIC
@ATTRIBUTE word12 NUMERIC
@ATTRIBUTE word13 NUMERIC
@ATTRIBUTE word14 NUMERIC
@ATTRIBUTE word15 NUMERIC
@ATTRIBUTE word16 NUMERIC
@ATTRIBUTE word17 NUMERIC
@ATTRIBUTE word18 NUMERIC
@ATTRIBUTE word19 NUMERIC
@ATTRIBUTE word20 NUMERIC
@ATTRIBUTE word21 NUMERIC
@ATTRIBUTE word22 NUMERIC
@ATTRIBUTE word23 NUMERIC
@ATTRIBUTE word24 NUMERIC
@ATTRIBUTE word25 NUMERIC
@ATTRIBUTE word26 NUMERIC
@ATTRIBUTE word27 NUMERIC
@ATTRIBUTE word28 NUMERIC
@ATTRIBUTE word29 NUMERIC
@ATTRIBUTE word30 NUMERIC
@ATTRIBUTE word31 NUMERIC
@ATTRIBUTE word32 NUMERIC
@ATTRIBUTE word33 NUMERIC
@ATTRIBUTE word34 NUMERIC
@ATTRIBUTE word35 NUMERIC
@ATTRIBUTE word36 NUMERIC
@ATTRIBUTE word37 NUMERIC
@ATTRIBUTE word38 NUMERIC
@ATTRIBUTE word39 NUMERIC
@ATTRIBUTE word40 NUMERIC
@ATTRIBUTE word41 NUMERIC
@ATTRIBUTE word42 NUMERIC
@ATTRIBUTE word43 NUMERIC
@ATTRIBUTE word44 NUMERIC
@ATTRIBUTE word45 NUMERIC
@ATTRIBUTE word46 NUMERIC
@ATTRIBUTE word47 NUMERIC
@ATTRIBUTE word48 NUMERIC
@ATTRIBUTE word49 NUMERIC
@ATTRIBUTE word50 NUMERIC
@ATTRIBUTE word51 NUMERIC
@ATTRIBUTE word52 NUMERIC
@ATTRIBUTE word53 NUMERIC
@ATTRIBUTE word54 NUMERIC
@ATTRIBUTE word55 NUMERIC
@ATTRIBUTE word56 NUMERIC
@ATTRIBUTE word57 NUMERIC
@ATTRIBUTE word58 NUMERIC
@ATTRIBUTE word59 NUMERIC
@ATTRIBUTE word60 NUMERIC
@ATTRIBUTE word61 NUMERIC
@ATTRIBUTE word62 NUMERIC
@ATTRIBUTE word63 NUMERIC
@ATTRIBUTE word64 NUMERIC
@ATTRIBUTE word65 NUMERIC
@ATTRIBUTE word66 NUMERIC
@ATTRIBUTE word67 NUMERIC
@ATTRIBUTE word68 NUMERIC
@ATTRIBUTE word69 NUMERIC
@ATTRIBUTE word70 NUMERIC
@ATTRIBUTE word71 NUMERIC
@ATTRIBUTE word72 NUMERIC
@ATTRIBUTE word73 NUMERIC
@ATTRIBUTE class {0,1}
@DATA
280.16,0.73378,0.084026,0.30663,2.3068,0.30877,0.12738,-0.22177,1.4554,0.47949,0.028921,-8.5135,1.7928,-0.21167,0.35475,-0.48297,0.32875,-0.25732,-0.019584,0.2587,-0.19519,-0.060941,0.21092,-0.20669,0.18786,-0.1874,0.24285,-0.27464,0.18048,-0.032169,-0.04755,0.035259,-0.0035759,0.022594,-0.073538,0.089434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016657,-0.011076,-0.0477,-0.14635,-0.29773,-0.5322,-0.68563,0.51364,0.66294,0.56594,0.3916,1.0663,0.1641,0.77561,0.15181,0.14763,-0.65409,-1.7999,-1.5448,-1.3244,-0.99034,-0.70487,-0.4048,-0.15859,-7.5718e-05,0.13146,0.18563,0.19928,1
271.32,0.75974,0.10285,0.31315,3.938,0.27932,0.11918,-0.24673,1.3912,0.46303,0.015909,-9.0594,1.9277,-0.14084,0.45257,-0.40952,0.38057,-0.38313,-0.2013,0.25923,-0.089083,-0.0023116,0.17811,-0.24006,0.18663,-0.10783,0.21856,-0.33301,0.15978,0.051452,-0.079786,0.03353,-0.0011644,-0.0064802,-0.024878,0.060647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030226,0.0073294,-0.038126,-0.15388,-0.11571,-0.050564,-0.29499,0.62848,0.73092,0.688,0.60208,1.4451,-0.3639,-0.19388,0.63768,-0.5543,-0.61887,-1.6616,-1.4305,-1.2617,-0.98408,-0.74056,-0.49739,-0.28891,-0.12257,0.054857,0.11131,0.17425,1
217.38,0.90489,0.078649,0.27113,0.63906,0.28323,0.10277,-0.20572,1.271,0.45408,0.030656,-8.5574,1.9532,-0.36131,0.45025,-0.63258,0.32922,-0.34443,-0.039597,0.21675,-0.20512,-0.025671,0.28613,-0.25562,0.22092,-0.18832,0.26946,-0.3487,0.22508,-0.033758,-0.091643,0.10237,-0.050107,0.047825,-0.088463,0.10495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011428,-0.0032692,-0.061687,-0.33983,-1.0643,-1.1917,-0.92434,-1.0698,-0.092086,0.41191,0.82619,0.081628,1.0741,1.1517,0.99782,-0.50208,-0.11125,-0.65729,-1.6259,-1.3338,-1.2139,-0.97926,-0.79034,-0.52584,-0.31254,-0.15328,-0.009557,0.070338,0.15171,1
179.45,0.68153,0.082668,0.35641,1.9612,0.28205,0.11411,-0.24611,1.2204,0.47028,0.036399,-9.0335,1.9373,0.028077,0.32471,-0.48313,0.461,-0.4762,-0.025871,0.056393,-0.15604,-0.075745,0.39142,-0.23957,0.10278,-0.038355,0.13954,-0.25365,0.14542,0.0037156,-0.096821,0.11863,-0.0481,0.0067427,-0.068399,0.15885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093727,0.00383,-0.0048395,-0.091553,-0.37968,-0.89681,0.93099,-0.42159,-1.4635,0.087985,1.7013,1.8453,0.89538,1.6177,0.30322,1.8223,1.3264,1.5485,-0.53623,-1.2491,-1.0427,-1.0256,-0.84934,-0.75273,-0.61428,-0.45146,-0.32754,-0.2301,-0.17219,-0.075376,1
221.24,0.61947,0.052531,0.18051,0.90583,0.24781,0.09983,-0.23812,1.3427,0.45439,0.016435,-9.2422,1.6237,0.013776,0.50098,-0.39409,0.30861,-0.40126,0.042086,0.13697,-0.14318,-0.090602,0.32225,-0.18986,0.14644,-0.13162,0.18151,-0.26186,0.13521,0.03417,-0.091347,0.059059,-0.010606,0.02097,-0.068806,0.094538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707e-06,-0.00036584,-0.0020415,0.043235,0.19855,0.40565,-0.12637,-0.19103,-0.054198,0.096177,1.0169,1.4779,-0.24715,1.672,0.67352,0.21289,-0.3316,0.426,-0.48705,-1.4243,-1.2887,-1.1677,-0.98391,-0.80992,-0.60505,-0.40061,-0.23335,-0.097734,-0.0040803,0.079284,1
208.03,0.81933,0.076294,0.24646,3.4255,0.31775,0.09979,-0.27391,1.3113,0.44534,0.022921,-8.9825,2.4614,-0.15502,0.47808,-0.49962,0.32131,-0.54828,-0.15924,0.24522,-0.17033,0.030739,0.3126,-0.30868,0.22915,-0.14227,0.18355,-0.24726,0.10777,0.033648,-0.067935,0.05428,-0.028653,0.054443,-0.13257,0.17596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010846,0.0030655,-0.024664,-0.20515,-0.69703,-0.43157,-0.057846,-0.28786,0.48017,0.86814,0.96366,-0.68355,1.6123,1.0772,0.47588,1.8941,1.0907,-0.58733,-1.5006,-1.2812,-1.1876,-1.0047,-0.7747,-0.54941,-0.36516,-0.19089,-0.06742,0.0068624,0.1026,1
202.15,0.88496,0.10739,0.34925,3.2257,0.26515,0.1074,-0.29403,1.3779,0.47251,0.026591,-9.1066,2.6054,-0.27281,0.19232,-0.42354,0.36979,-0.35219,-0.14489,0.19682,-0.19788,-0.070794,0.37744,-0.3487,0.25321,-0.0694,0.10136,-0.21708,0.11533,0.01097,-0.085606,0.10147,-0.047563,0.050126,-0.10896,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010406,-0.0021233,-0.0029113,0.03581,0.12682,0.036495,0.25679,0.13471,0.17171,0.34469,1.7285,0.26446,0.95716,1.6625,0.69415,1.3706,0.025836,0.68153,-0.53796,-1.4483,-1.2604,-1.1569,-0.99193,-0.76929,-0.55872,-0.38674,-0.22152,-0.10582,-0.014247,0.081305,1
147.68,0.64677,0.052644,0.24964,-0.7897,0.19623,0.093753,-0.29862,1.1309,0.51464,0.084594,-9.1879,2.1857,0.064312,0.45545,-0.14197,-0.13941,-0.1277,-0.21509,0.26883,-0.034438,0.10092,0.058509,-0.10449,0.11558,-0.16583,0.065458,0.045728,-0.0071115,-0.031317,0.042482,-0.057635,0.069494,-0.046694,0.031103,-0.010522,0.0,0.0,0.0,0.0,0.0,-0.0003317,-0.0027142,-0.012994,-0.068079,-0.26078,-0.84332,-1.4204,-1.4147,1.2788,0.05858,1.1445,2.0849,2.1985,2.0896,1.7691,1.1878,1.5946,1.6574,-0.51498,-0.31769,-0.4477,-1.0931,-0.80378,-0.81721,-0.7196,-0.59614,-0.5866,-0.52132,-0.46705,-0.39113,-0.29308,-0.25075,1
136.76,0.76415,0.032148,0.15763,0.6522,0.39436,0.09367,-0.33614,1.0201,0.55535,0.030114,-9.2085,2.5544,0.08155,0.35891,0.024618,-0.42025,-0.15345,-0.26573,0.22283,-0.09407,0.14992,0.011125,-0.077639,0.16034,-0.21211,0.13311,-0.11084,0.042989,0.01407,-0.01193,0.017285,0.031038,-0.038919,0.032568,0.024976,0.0,0.0,0.0,0.0,0.0,0.00080795,0.0012153,-0.012832,-0.13644,-0.47834,-1.3178,-2.0009,-1.789,2.2155,1.3114,0.22668,2.0727,1.8702,2.1413,1.881,2.013,1.8562,2.3212,-0.0050658,-0.051742,-0.54687,-1.171,-0.75856,-0.77639,-0.70251,-0.52367,-0.5346,-0.50884,-0.43336,-0.33592,-0.29791,-0.22084,1
144.97,0.64008,0.057403,0.29271,-0.44384,0.23152,0.084975,-0.32424,1.226,0.53744,0.026518,-9.5027,2.2101,0.10087,0.50569,-0.091468,-0.17593,-0.099931,-0.16908,0.2183,-0.035764,0.11533,0.031693,-0.10177,0.13685,-0.17182,0.08303,0.0075234,0.022468,-0.010321,0.032113,-0.067364,0.045585,-0.020565,0.010418,0.031359,0.0,0.0,0.0,0.0,0.0,0.0014278,0.00051951,-0.011404,-0.10655,-0.41924,-1.0234,-1.3882,-1.1109,1.1625,1.5304,1.2027,1.0314,1.639,1.6762,2.0391,1.701,1.7293,1.2717,-0.34218,0.29945,-0.37805,-1.1329,-0.85063,-0.82303,-0.72948,-0.60698,-0.58852,-0.50195,-0.43426,-0.38226,-0.29083,-0.20743,1
110.66,0.61475,0.055806,0.27955,0.41751,0.20697,0.070779,-0.2552,1.2194,0.47546,0.084509,-9.3135,1.4107,0.46675,0.65422,-0.048863,-0.29322,-0.048035,0.029387,0.12527,-0.13649,0.12744,0.015444,-0.092533,0.13512,-0.13625,0.069285,0.052917,0.0095964,-0.040874,0.052544,-0.048043,0.028609,-0.036009,0.034296,0.028379,0.0,0.0,0.0,0.0,0.0,-0.0061581,-0.02595,-0.047665,-0.10824,-0.19877,-0.63193,-1.1959,-0.8749,2.0401,1.8276,0.29888,1.2659,-0.51824,0.4198,1.9386,1.1887,2.0248,1.918,-0.74295,2.5,-0.34524,-0.83453,-0.69066,-0.70163,-0.60174,-0.51781,-0.53805,-0.48005,-0.44981,-0.37733,-0.30847,-0.28078,1
121.37,0.59155,0.053213,0.29945,-0.15333,0.21694,0.096979,-0.32342,1.2641,0.54097,0.029342,-9.7398,1.9507,0.2471,0.63425,-0.029732,-0.20539,-0.19837,-0.19209,0.22678,-0.10489,0.15813,0.07835,0.0036328,0.15108,-0.22403,0.10775,-0.026297,0.053582,-0.051401,0.044361,-0.054617,0.028521,-0.01543,0.012023,0.010991,0.0,0.0,0.0,0.0,0.00014905,0.0070512,0.011996,0.0024101,-0.08392,-0.32452,-0.93391,-0.9403,0.17282,2.3591,1.1666,0.89356,1.4,0.82938,0.36149,1.0981,1.6937,1.3263,1.541,0.40431,0.50629,-0.25526,-0.90422,-0.72602,-0.71196,-0.62831,-0.57674,-0.56848,-0.53377,-0.48452,-0.42242,-0.38997,-0.31266,1
142.14,0.44194,0.066329,0.28375,2.7442,0.15943,0.078721,-0.33232,1.2106,0.49994,0.014029,-9.5732,2.2037,0.019029,0.32376,-0.049622,-0.12429,0.07745,-0.1365,0.1353,0.025874,0.042082,0.069571,-0.11848,0.068371,-0.10009,0.086756,0.022489,0.033181,-0.049949,0.013781,-0.042885,0.043201,-0.0055183,0.022192,-0.0033355,0.0,0.0,0.0,0.0,3.1074e-05,-0.0028358,-0.010311,-0.013977,-0.047064,-0.21984,-0.6431,-1.2306,-1.568,-0.57766,1.0962,0.88708,1.2227,0.30322,1.315,1.3415,1.5426,1.5776,0.67734,0.44074,0.51523,-0.34759,-1.0492,-0.78402,-0.77616,-0.73206,-0.58759,-0.53818,-0.49732,-0.42639,-0.36505,-0.29149,-0.26222,1
150.09,0.6125,0.06696,0.30786,0.23899,0.22585,0.097913,-0.29665,1.2292,0.5434,0.039757,-9.0671,1.8216,0.36541,0.59951,0.033463,-0.38327,-0.086763,-0.26627,0.16064,-0.10299,0.13672,0.089256,-0.049627,0.14449,-0.21227,0.1173,-0.051184,0.04459,-0.036396,0.050352,-0.069638,0.087022,-0.070598,0.018489,0.036591,0.0,0.0,0.0,0.0,0.0,-1.328e-06,0.00053396,0.0055691,0.008642,-0.041431,-0.20102,-0.32049,-0.3476,0.38231,1.6993,1.5258,1.2147,1.486,2.141,1.6354,1.7608,1.9974,1.8001,0.46746,0.76418,-0.42112,-1.1171,-0.8655,-0.81261,-0.71568,-0.58503,-0.60747,-0.53956,-0.45725,-0.35565,-0.28485,-0.23121,1
135.12,0.57214,0.073448,0.28881,-0.33754,0.15463,0.091096,-0.33904,1.12,0.50579,0.018263,-9.421,2.4577,0.027537,0.40116,-0.077974,-0.16576,0.16531,-0.38688,0.16094,0.052976,0.010601,0.20607,-0.14181,0.10899,-0.15789,0.13522,-0.019162,-0.0093074,-0.010435,0.01951,-0.050299,0.067937,-0.048863,0.02621,0.0034643,0.0,0.0,0.0,0.0,0.0,-0.0024676,-0.017773,-0.034053,-0.09693,-0.35935,-0.99942,-1.4165,-1.3114,0.53463,-0.20635,-0.415,1.5854,1.2301,0.81685,-0.2961,0.90171,1.6662,1.3539,0.75892,0.14606,-0.37938,-1.0202,-0.78658,-0.74483,-0.6355,-0.55322,-0.53149,-0.46068,-0.4052,-0.33896,-0.26286,-0.26076,1
137.51,0.56418,0.05522,0.27684,0.038632,0.18034,0.07954,-0.33804,1.1901,0.51614,0.069744,-9.5621,2.0239,0.32145,0.52928,0.031163,-0.27838,-0.093158,-0.20378,0.1638,-0.078972,0.13826,0.085527,-0.059096,0.12323,-0.2052,0.17481,-0.094762,0.026516,-0.048243,0.063312,-0.022704,-0.011263,0.013657,0.0089661,0.0086998,0.0,0.0,0.0,0.0,0.0,-0.0015767,-0.005857,-0.015087,-0.06183,-0.21531,-0.53478,-0.80496,-0.62908,1.5347,1.4947,0.26283,0.62537,1.0803,0.80872,1.1028,2.2905,1.3946,1.0312,0.3922,1.0846,-0.31767,-1.0029,-0.76891,-0.74025,-0.66509,-0.55065,-0.57181,-0.51053,-0.44354,-0.39276,-0.33297,-0.27548,1
131.21,0.75822,0.065045,0.32903,-2.2423,0.2382,0.08344,-0.34335,1.1406,0.53597,0.028013,-9.3583,2.4187,0.14071,0.45882,-0.065597,-0.31664,-0.2268,-0.15078,0.19061,-0.1556,0.13153,0.0087938,-0.072773,0.1697,-0.20463,0.16477,-0.047745,-0.00449,-0.019238,0.059121,-0.03664,0.013591,0.034247,-0.032148,0.039513,0.0,0.0,0.0,0.0,0.0,-0.00055372,0.00098758,0.0028025,-0.10428,-0.52209,-1.7083,-2.2048,-2.1121,0.32779,0.69344,0.1615,1.2572,1.011,0.86685,1.5218,1.6756,1.303,0.32057,-0.27981,0.046964,-0.42286,-1.1675,-0.82588,-0.77644,-0.70009,-0.55951,-0.55687,-0.54444,-0.45925,-0.36748,-0.32347,-0.26849,1
147.65,0.62887,0.065176,0.26017,1.2945,0.18718,0.092725,-0.30609,1.236,0.5088,0.080995,-9.251,1.8891,0.53379,0.42065,-0.072388,-0.075407,-0.25132,-0.23655,0.14395,-0.070241,0.16738,0.043255,0.0351,0.10439,-0.18927,0.040928,0.0592,-0.056322,-0.0049167,0.057607,-0.045033,0.035149,0.0017654,-0.01391,0.032261,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018006,-0.010998,-0.042299,-0.10504,-0.16291,-1.2838,-1.0586,1.5778,1.3891,0.60852,1.6685,0.92315,1.068,1.3352,1.4862,2.1677,0.73869,-0.76313,0.87785,-0.35152,-1.0577,-0.86176,-0.809,-0.73153,-0.64762,-0.61352,-0.52116,-0.43061,-0.32726,-0.28746,-0.20456,1
116.07,0.59969,0.058903,0.27274,0.49877,0.18536,0.070864,-0.35369,1.0317,0.49136,0.13155,-9.6564,2.9547,-0.016466,0.25649,-0.33552,-0.055795,0.0027862,-0.33766,0.20399,-0.11353,0.26692,-0.030893,-0.14729,0.1807,-0.29159,0.0505,0.14468,-0.071595,0.0037186,0.08213,-0.14867,0.068197,0.046223,-0.043686,0.033017,0.0,0.0,0.0,0.0,0.0,0.00012163,0.00057062,0.0022821,-0.067112,-0.35207,-0.7987,-1.1363,-0.6122,1.0808,0.72115,1.0678,0.93679,0.83051,0.77676,0.8558,0.82761,0.81176,0.25254,0.19743,0.26837,-1.3032,-1.2733,-0.67663,-0.58834,-0.47137,-0.3925,-0.34906,-0.28589,-0.30771,-0.22289,-0.17005,-0.14672,1
147.73,0.63736,0.058786,0.25781,-1.0827,0.23262,0.095066,-0.31746,1.2495,0.51237,0.041154,-9.469,1.8499,0.36795,0.75901,0.019108,-0.36745,-0.1233,-0.21962,0.17374,-0.17926,0.096261,0.12081,-0.0775,0.19253,-0.18291,0.089442,-0.0088675,0.026499,-0.043714,0.027509,0.021403,-0.061156,0.029196,-0.0012399,0.019898,0.0,0.0,0.0,0.0,0.0,0.00011756,0.0018256,0.002536,-0.023312,-0.12623,-0.44512,-1.0242,-1.2299,0.91508,0.80259,-0.18777,0.8929,0.6029,1.0544,1.3546,2.3602,1.6352,1.3445,0.12743,-0.16236,-0.38579,-1.0531,-0.83858,-0.84777,-0.72999,-0.57777,-0.56931,-0.51484,-0.44022,-0.35531,-0.26083,-0.19691,1
145.7,0.73258,0.071301,0.34602,-0.72626,0.25435,0.098869,-0.34619,1.179,0.55792,0.049616,-9.5104,2.3382,0.17817,0.57331,-0.076775,-0.37049,-0.11121,-0.23762,0.18406,-0.11877,0.10582,0.090046,-0.085278,0.19162,-0.2285,0.11442,0.0079078,-0.012446,-0.032086,0.049963,-0.031144,0.0045043,-1.5259e-05,0.0055965,0.029695,0.0,0.0,0.0,0.0,0.0,-0.00031422,-0.00071557,-0.0063357,-0.062113,-0.29323,-0.92492,-1.4925,-1.7932,1.846,2.0667,0.76149,1.8781,1.686,1.9287,2.1912,1.9519,1.5934,1.6551,0.44946,1.2085,-0.3916,-1.1725,-0.86188,-0.82468,-0.71672,-0.59874,-0.59293,-0.53653,-0.47438,-0.39352,-0.31381,-0.25198,1
125.5,0.73226,0.060991,0.3645,-1.4306,0.25284,0.08686,-0.32162,1.151,0.56041,0.08031,-9.3707,2.1149,-0.0068547,0.5444,-0.060864,-0.15834,-0.14386,-0.22629,0.22876,-0.12802,0.068651,0.026592,-0.068295,0.11538,-0.17432,0.15289,-0.046826,0.0041199,-0.035569,0.037633,-0.039324,0.088528,-0.050542,0.038998,-0.012423,0.0,0.0,0.0,0.0,0.0,0.0016546,0.0012565,-0.0037546,-0.10103,-0.48095,-1.7806,-1.9227,-1.1078,2.3167,1.7263,2.1701,1.6145,1.8458,2.5646,2.0517,2.509,2.1901,2.2611,1.3642,-0.37769,-0.4204,-1.0596,-0.75357,-0.777,-0.7021,-0.56125,-0.55327,-0.51554,-0.49239,-0.39683,-0.33377,-0.28318,1
122.59,0.78814,0.067484,0.3489,-0.22817,0.23922,0.092116,-0.30481,1.1425,0.53721,0.027153,-9.0396,1.7025,0.4633,0.64207,-0.17026,-0.32029,-0.29993,-0.060351,0.097086,-0.12567,0.2091,-0.016056,0.010229,0.14243,-0.30184,0.14856,-0.080723,0.047832,-0.0012481,0.023633,-0.0065127,0.019692,-0.010918,-0.0063045,0.028028,0.0,0.0,0.0,0.0,0.0,0.00037746,-0.00032166,-0.010099,-0.11108,-0.47287,-1.799,-1.3466,-0.84797,1.3328,1.2287,1.9853,1.9357,1.2415,1.4752,2.4233,1.3604,2.0501,0.64484,0.7604,0.30462,-0.38159,-1.0585,-0.83186,-0.8261,-0.7082,-0.57912,-0.57873,-0.56588,-0.4774,-0.39789,-0.35342,-0.26338,1
133.95,0.60976,0.042105,0.22664,-0.77925,0.20123,0.082881,-0.25041,1.0872,0.49367,0.13271,-8.7624,1.8147,0.010531,0.8223,-0.2716,-0.33653,-0.27518,0.10994,0.2174,-0.14011,0.21488,-0.0013472,0.0096589,0.076977,-0.25465,0.17253,-0.089037,0.069676,-0.016519,0.044357,-0.022902,-0.015151,0.048541,-0.043033,0.030059,0.0,0.0,0.0,0.0,0.0,0.0038769,0.0091742,-0.014208,-0.092296,-0.29109,-0.69119,-1.3491,-2.0111,1.7442,1.6878,-0.25404,2.0084,0.20054,0.11579,1.9954,1.2858,0.15751,0.54444,-0.16785,-0.49257,-0.4913,-0.93359,-0.73084,-0.73239,-0.61017,-0.53825,-0.50321,-0.47891,-0.4055,-0.28639,-0.24003,-0.19158,1
130.36,0.65714,0.026816,0.11122,-1.6296,0.42713,0.097042,-0.27256,1.4587,0.39523,0.14985,-9.5624,1.8436,0.09492,0.26929,-0.43397,-0.1812,-0.16747,-0.13728,0.1027,-0.047748,-0.1017,-0.065888,-0.16577,0.13456,0.057814,-0.12357,0.051243,-0.030345,0.079661,-0.078643,0.10915,-0.05619,-0.027636,0.068642,-0.017704,0.0,0.0,0.0,0.0,0.0,0.00069521,0.0022632,-0.004143,-0.076777,-0.25023,-0.54679,-0.58113,-0.40483,-0.41212,-0.42333,-0.19757,-0.29593,-0.36432,-0.3585,-0.29557,-0.0010804,-0.41427,-0.47687,-0.66983,-0.37912,-0.24909,-0.90827,-0.84454,-0.74451,-0.65735,-0.60015,-0.55231,-0.5204,-0.44247,-0.38714,-0.33182,-0.25805,1
166.04,0.71429,0.03217,0.12962,0.084763,0.39779,0.12735,-0.24722,1.5623,0.42301,0.05917,-8.7875,1.8457,-0.17669,0.67692,-0.19775,-0.58767,-0.32553,-0.080986,0.30158,-0.008641,-0.1145,0.13247,-0.28488,0.17943,0.048029,-0.12804,0.092974,-0.077215,-0.0087311,0.027562,0.04223,-0.025742,-0.018722,0.035435,0.023316,0.0,0.0,0.0,0.0,0.0,0.0,-0.00089609,0.0006947,0.0039612,-0.046148,-0.25618,-0.66677,-0.43889,-0.091791,-0.26921,-0.38726,0.50412,-0.11572,-0.2915,-0.32719,-0.36655,-0.56277,-0.19618,-0.37503,-0.083269,-0.36586,-1.1349,-0.97812,-0.97552,-0.85186,-0.6533,-0.59345,-0.5077,-0.40843,-0.31316,-0.23537,-0.14359,1
136.86,0.61321,0.032829,0.12856,-0.98775,0.33118,0.11399,-0.19934,1.4335,0.41117,0.068259,-8.6062,0.84056,0.63473,1.0106,-0.32035,-0.62228,-0.83662,0.21824,0.20811,-0.089672,-0.11245,0.15493,-0.11292,0.10767,-0.053091,-0.078269,0.016201,0.067907,-0.09384,0.11819,-0.0056386,-0.053952,-0.011577,0.068485,-0.022304,0.0,0.0,0.0,0.0,0.0,0.0,-0.00037988,-0.0019533,-0.0090942,-0.069203,-0.24469,-0.73101,-0.68031,-0.83896,-1.1928,0.60841,0.84662,-0.31801,-0.60506,-0.15442,-0.02601,0.53899,-0.41251,0.58199,-1.1971,-0.35784,-0.97361,-0.86996,-0.85253,-0.79211,-0.65164,-0.58644,-0.52168,-0.41816,-0.34169,-0.25013,-0.16982,1
173.43,0.74011,0.092994,0.30691,1.5295,0.3201,0.12429,-0.23799,1.552,0.45567,0.061548,-8.6311,1.5479,0.11167,0.6609,-0.26125,-0.43443,-0.42994,0.084843,0.10076,-0.025905,-0.010787,0.0415,-0.13345,0.078789,0.074874,-0.081136,-0.039867,0.055448,-0.067687,0.087385,-0.00031597,-0.053488,0.030549,-0.0052673,0.032823,0.0,0.0,0.0,0.0,0.0,0.0,8.2782e-06,-0.0052432,-0.0245,-0.06621,-0.17633,-0.22882,-0.21482,-0.28087,0.04159,0.32328,0.45017,-0.3582,-0.13487,-0.3982,-0.3994,0.070106,-0.27234,-0.38597,-0.030165,-0.43284,-1.3053,-1.1215,-1.0435,-0.88815,-0.70903,-0.59201,-0.50173,-0.36491,-0.25834,-0.15887,-0.040407,1
171.97,0.68097,0.050117,0.18678,0.58593,0.30937,0.12314,-0.23534,1.5869,0.43719,0.045095,-8.9212,1.6479,0.020536,0.45924,-0.33219,-0.25356,-0.45477,-0.02065,0.21063,-0.038133,0.00031552,0.0075943,-0.031276,0.020551,0.028756,-0.11377,0.041955,-0.01553,-0.039087,0.08435,0.0084319,-0.03207,0.005015,-0.0033896,0.026286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00057079,-0.0010181,-0.034529,-0.24463,-0.56347,-0.47216,-0.20713,-0.40079,-0.065225,0.21627,0.14107,-0.37022,-0.48047,0.053349,-0.010368,0.20264,-0.31981,0.073231,-0.41467,-1.254,-1.0782,-1.0237,-0.83984,-0.67813,-0.57017,-0.51352,-0.39241,-0.28627,-0.18811,-0.10185,1
170.75,0.45627,0.032512,0.12024,-1.9506,0.28151,0.11171,-0.27922,1.5195,0.44013,0.06927,-9.559,1.6141,0.32069,0.30599,-0.18996,-0.33545,-0.44507,-0.0063189,0.20428,-0.10415,-0.077355,0.074136,-0.054757,0.048322,0.066825,-0.13273,0.026008,0.019151,-0.039804,0.062979,0.017435,-0.076813,0.050262,-0.0014562,0.0044863,0.0,0.0,0.0,0.0,0.0,0.0,0.00037664,0.00036718,-0.0019804,-0.025211,-0.087089,-0.060556,0.10514,-0.14779,0.36643,0.96982,0.63802,0.42062,0.048712,-0.15739,-0.57207,-0.60178,0.66488,-0.010102,0.24481,-0.32632,-1.1352,-1.0174,-0.94629,-0.82763,-0.67818,-0.59238,-0.52439,-0.4334,-0.3105,-0.23724,-0.18558,1
150.59,0.56098,0.060254,0.24599,-1.1522,0.34746,0.11676,-0.23916,1.2922,0.47662,0.092034,-9.0269,1.8775,-0.093876,0.2032,-0.47025,-0.21063,-0.25176,0.051892,0.021447,-0.0062452,-0.16419,0.084384,-0.19703,0.062041,0.18286,-0.16857,0.062792,-0.0059248,-0.093938,0.10932,0.030968,-0.11347,0.090576,-0.0091921,-0.017734,0.0,0.0,0.0,0.0,0.0,-0.00018816,-0.0021679,-0.0086822,-0.013861,0.031863,0.18605,0.61032,1.6563,0.89083,1.605,0.50622,0.59847,-0.093777,-0.97331,-0.14261,-0.46456,-0.77146,-0.11281,1.2008,0.36304,-0.3451,-1.0633,-0.93268,-0.86222,-0.77498,-0.64714,-0.59049,-0.518,-0.41253,-0.30861,-0.22625,-0.16909,1
